listing_id,make,model,year,trim,body_type,fuel_type,transmission,mileage,price,condition,seller_type,city,state,country,Adaptive Cruise Control,Alloy Wheels,Android Auto,Apple CarPlay,Backup Camera,Blind Spot Monitor,Bluetooth,Fog Lights,Heated Seats,Keyless Entry,LED Headlights,Lane Keep Assist,Leather Seats,Navigation,Panoramic Roof,Parking Sensors,Push Button Start,Sunroof,Ventilated Seats,Wireless Charging
494,Nissan,Sentra,2018,LX,Hatchback,Diesel,Manual,81464,4351,good,Private Party,South Corey,QC,Canada,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False
495,Audi,A6,2010,Touring,Hatchback,Hybrid,Automatic,230154,1278,good,Private Party,横浜市栄区,Aichi,Japan,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
496,Honda,City,2020,XSE,Coupe,Petrol,CVT,45101,12470,excellent,Dealer,Pretoria,WC,South Africa,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,True,False
497,Ford,Explorer,2022,Limited,Crossover,CNG,Manual,79852,11852,fair,Private Party,Bourdon,NAQ,France,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
498,Volkswagen,Jetta,2022,XSE,SUV,Hybrid,Automatic,68281,21920,,Dealer,Beilngries,BE,Germany,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,True
499,Honda,Civic,2012,,Hatchback,Hybrid,Manual,210577,1232,good,Dealer,St. Christopherland,NT,Australia,True,True,True,False,False,True,True,False,True,False,False,False,False,False,True,False,True,True,False,False
500,Kia,Seltos,2010,Touring,Coupe,CNG,Automatic,233108,1214,fair,Dealer,Shivpuri,TN,India,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True
501,Tesla,Model Y,2018,L,Pickup,Petrol,Automatic,59504,17712,excellent,Dealer,Cape Town,KZN,South Africa,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True
502,Kia,Sorento,2020,LE,Pickup,Hybrid,Automatic,55470,16753,excellent,Dealer,Kaurfurt,WLS,UK,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
503,Hyundai,Tucson,2018,Touring,Convertible,CNG,Manual,129073,8329,good,Dealer,Hettstedt,BW,Germany,False,False,True,False,True,True,False,True,False,False,True,False,False,True,True,True,False,False,True,False
504,Chevrolet,Silverado,2011,EX,Convertible,Diesel,Automatic,119140,1934,good,Dealer,Nascimento do Oeste,CE,Brazil,False,False,True,True,False,True,False,True,False,False,False,True,False,False,True,True,False,True,False,False
505,Mahindra,Scorpio,2016,,Van,Plug-in Hybrid,CVT,73239,3901,excellent,Private Party,Pretoria,MP,South Africa,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True
506,Ford,Maverick,2013,Touring,Crossover,Electric,Manual,123451,2137,excellent,Certified Pre-Owned,East London,NW,South Africa,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False
507,Honda,Amaze,2012,Titanium,SUV,Petrol,Manual,171592,2232,new,Private Party,Port Eric,CO,US,False,True,True,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
508,Skoda,Slavia,2017,LT,Sedan,Electric,Automatic,61594,2877,,Private Party,Vieira,RJ,Brazil,False,False,False,True,True,False,False,True,False,False,False,True,True,False,True,False,False,False,True,True
509,Ford,F-150,2013,Trend,Van,Electric,Automatic,143126,1570,good,Certified Pre-Owned,Kellerbury,NT,Australia,True,False,True,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False
510,Nissan,Rogue,2015,Premium,Van,Hybrid,Automatic,153654,1996,fair,Dealer,New Kathyton,GA,US,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,True,True,False
511,BMW,X5,2012,Long Range,Hatchback,Petrol,Automatic,185035,1709,excellent,Dealer,Brittanyburgh,QLD,Australia,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True
512,Tesla,Model 3,2018,Sport,Pickup,Diesel,Automatic,97660,9891,fair,Dealer,North Kyleport,ENG,UK,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
513,Audi,A6,2010,,MPV,Plug-in Hybrid,Manual,165267,1939,fair,Dealer,いすみ市,Kanagawa,Japan,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False
514,Mahindra,XUV700,2018,L,SUV,Hybrid,CVT,148897,5664,new,Private Party,Bremen,BW,Germany,False,True,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,True
515,Maruti,Wagon R,2021,Trend,Crossover,CNG,Automatic,85298,9185,good,Dealer,Charpentier-sur-Lecomte,NAQ,France,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True
516,Honda,Civic,2018,XLE,Van,Diesel,Automatic,182795,4130,good,Private Party,Freising,SN,Germany,False,False,True,False,False,True,False,False,True,False,False,True,False,True,True,True,False,False,False,True
517,Honda,Accord,2013,SE,Convertible,Diesel,Automatic,144916,3961,like new,Certified Pre-Owned,山武郡横芝光町,Tokyo,Japan,False,True,False,False,False,True,True,True,False,True,False,True,False,True,False,False,True,False,False,False
518,Hyundai,Elantra,2017,L,Van,Petrol,Automatic,156181,4387,good,Dealer,Osterode am Harz,MV,Germany,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
519,BMW,3 Series,2017,Limited,Sedan,Petrol,Automatic,127268,5250,excellent,Private Party,Lewismouth,SK,Canada,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,True,True,True
520,Kia,Sonet,2018,LTZ,Coupe,Diesel,Automatic,59038,7768,good,Dealer,Geraldinefort,NIR,UK,False,False,False,True,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False
521,Chevrolet,Trax,2019,,Sedan,Petrol,Automatic,115801,6912,good,Certified Pre-Owned,Sainte Guy,CVL,France,True,False,False,True,True,False,True,True,False,True,False,False,True,True,False,True,False,False,False,False
522,Skoda,Slavia,2024,Sport,Coupe,Electric,Manual,7861,27552,fair,Private Party,Jillland,QC,Canada,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
523,Hyundai,Elantra,2016,Trend,Coupe,Petrol,CVT,137311,2785,good,Dealer,Davisborough,VIC,Australia,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,True
524,Volkswagen,Taigun,2021,SE,SUV,Petrol,Automatic,48642,17219,excellent,Private Party,Fosterside,MI,US,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True
525,Nissan,Sentra,2025,Base,Pickup,Petrol,CVT,0,47326,excellent,Dealer,Johannesburg,KZN,South Africa,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
526,Kia,Sportage,2016,LE,Hatchback,Hybrid,Manual,208932,2048,excellent,Dealer,Dupré,IDF,France,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,True,True,True,True,False
527,Tata,Nexon,2021,Sport,Van,Hybrid,Automatic,66704,7325,good,Dealer,Amandachester,NSW,Australia,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False
528,Nissan,Sentra,2013,,Sedan,Petrol,Automatic,142571,1709,excellent,Dealer,North Gemma,NIR,UK,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,True,False
529,Nissan,Altima,2018,Premium,SUV,Petrol,Manual,133124,6240,fair,Certified Pre-Owned,Cottbus,SH,Germany,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True
530,Skoda,Octavia,2018,Performance,Crossover,Petrol,CVT,80775,7284,excellent,Dealer,Jimenezchester,CA,US,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False
531,Kia,Sonet,2015,Titanium,MPV,Diesel,Manual,178116,2919,good,Dealer,Osterode am Harz,SL,Germany,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
532,Audi,A6,2013,XSE,SUV,Electric,Automatic,91350,2848,salvage,Dealer,Hollowaymouth,NB,Canada,False,True,False,False,False,False,True,True,True,True,False,False,True,False,True,True,False,False,False,False
533,Tata,Nexon,2012,,Hatchback,Petrol,Manual,182203,1317,fair,Dealer,Port Davidhaven,WA,US,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
534,Chevrolet,Trax,2017,,Convertible,Diesel,Manual,63068,8992,excellent,Private Party,Port Ian,SA,Australia,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
535,Mercedes-Benz,C-Class,2018,XLE,Van,Hybrid,CVT,139682,5540,salvage,Dealer,Benoit,NAQ,France,False,True,False,False,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,True
536,Maruti,Ertiga,2012,LE,MPV,Petrol,Automatic,235335,1175,good,Private Party,三宅島三宅村,Aichi,Japan,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
537,Kia,Sonet,2013,Sport,MPV,Diesel,Manual,224293,1640,good,Dealer,富里市,Kyoto,Japan,False,False,False,False,True,True,True,True,True,False,False,False,True,False,True,False,True,False,True,False
538,Mahindra,XUV700,2025,Titanium,Pickup,Petrol,Automatic,0,29882,good,Private Party,Marymouth,VIC,Australia,False,True,True,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False
539,Nissan,Magnite,2018,Platinum,MPV,Petrol,Automatic,63520,5754,fair,Dealer,Lake Darlene,GA,US,True,True,False,True,True,False,True,False,False,False,True,True,False,True,False,False,False,False,False,True
540,Nissan,Altima,2010,Titanium,Van,Hybrid,Manual,229526,1153,good,Private Party,Michaeltown,WA,Australia,False,True,True,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,True
541,Maruti,Swift,2023,SE,SUV,Diesel,Manual,31501,20225,new,Dealer,Santos de Goiás,AM,Brazil,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
542,Volkswagen,Tiguan,2014,Touring,Hatchback,Petrol,Automatic,175127,1538,like new,Dealer,Jasontown,MB,Canada,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,True
543,Mahindra,XUV700,2012,Titanium,Crossover,Petrol,Manual,295708,1195,fair,Private Party,Warendorf,MV,Germany,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,False,True,True,False,False
544,Chevrolet,Trax,2018,SE,Sedan,Petrol,Automatic,136483,4477,fair,Dealer,Eisenach,RP,Germany,True,True,False,False,True,False,True,False,False,False,True,True,True,False,False,True,False,False,False,True
545,Tata,Nexon,2016,LT,Sedan,Petrol,Automatic,137402,1365,fair,Dealer,Vargas,RJ,Brazil,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False
546,Ford,Escape,2015,XLE,MPV,Petrol,CVT,148908,2244,excellent,Dealer,Gomes,BA,Brazil,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False
547,Mahindra,XUV700,2017,,Van,Petrol,Manual,135400,3980,excellent,Private Party,Masse-les-Bains,PDL,France,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
548,Skoda,Octavia,2013,XLE,Sedan,Petrol,Automatic,184691,1913,excellent,Dealer,Chandrapur,DL,India,True,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True,False,True
549,Toyota,Camry,2019,Touring,Pickup,Petrol,Manual,100446,8497,good,Dealer,Morrisonfort,NSW,Australia,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False
550,Mercedes-Benz,GLA,2024,Titanium,Hatchback,Plug-in Hybrid,Manual,9038,36943,like new,Private Party,Tadepalligudem,DL,India,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
551,Skoda,Octavia,2021,Titanium,MPV,Petrol,Manual,64375,10250,,Dealer,Port Mackenzie,AB,Canada,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,True
552,Mercedes-Benz,E-Class,2015,XSE,Convertible,Petrol,Manual,111182,7011,excellent,Dealer,Joshuatown,QLD,Australia,True,True,False,False,True,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False
553,Mercedes-Benz,GLC,2018,SE,MPV,Petrol,Automatic,91474,11612,good,Dealer,Burgdorf,BY,Germany,True,False,True,True,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,True
554,Honda,Civic,2025,LT,MPV,CNG,Automatic,0,29593,good,Private Party,Calw,SN,Germany,False,True,False,False,False,True,False,False,False,True,True,True,False,True,False,False,True,False,False,False
555,Kia,Sportage,2007,LX,Convertible,Diesel,Automatic,254023,1202,excellent,Dealer,Farias,RS,Brazil,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False
556,Chevrolet,Malibu,2014,Trend,Crossover,Electric,Automatic,110320,2755,excellent,Private Party,South Kristen,FL,US,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True
557,Skoda,Slavia,2020,,Convertible,Electric,Manual,87964,15969,good,Dealer,Howrah,KA,India,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
558,Tata,Nexon,2012,EX,Hatchback,Plug-in Hybrid,Automatic,99257,1309,excellent,Dealer,Kirstyport,NIR,UK,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,False
559,Chevrolet,Malibu,2021,Premium,Crossover,Petrol,Automatic,56384,12656,good,Private Party,West Amandafort,PA,US,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
560,BMW,X5,2021,Sport,MPV,Electric,CVT,55073,19060,fair,Dealer,Guwahati,KA,India,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True
561,Kia,Sonet,2012,Titanium,Coupe,Diesel,Automatic,94540,2263,good,Dealer,Markchester,ACT,Australia,False,True,True,True,False,False,False,False,False,False,True,True,True,True,True,False,False,True,False,False
562,BMW,X5,2020,Platinum,Convertible,Petrol,Manual,80409,19772,excellent,Dealer,South Jasonport,AZ,US,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False
563,BMW,X5,2019,LX,Pickup,Petrol,Manual,62132,19078,good,Certified Pre-Owned,Wayneburgh,NIR,UK,True,True,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True
564,Mercedes-Benz,C-Class,2021,Limited,MPV,Petrol,Automatic,54712,23109,like new,Private Party,東大和市,Kyoto,Japan,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,True,True,False,False
565,Kia,Seltos,2019,EX,Convertible,Hybrid,Automatic,51977,9198,fair,Private Party,Wendyville,SA,Australia,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
566,BMW,X3,2019,,Crossover,Petrol,CVT,78301,12760,excellent,Dealer,Benjaminport,ENG,UK,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
567,Nissan,Altima,2021,Performance,Coupe,Hybrid,Automatic,79820,10268,fair,Private Party,Bilaspur,WB,India,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
568,Chevrolet,Malibu,2012,EX,MPV,Petrol,Automatic,220989,1373,good,Private Party,Alexandre-sur-Guérin,BFC,France,False,False,False,False,False,True,False,True,False,False,True,True,True,True,False,False,True,False,False,True
569,Mercedes-Benz,E-Class,2018,SE,SUV,Petrol,Manual,108623,7726,fair,Dealer,East Kelly,OH,US,True,True,False,False,True,True,False,False,False,True,False,False,True,False,False,True,True,False,True,False
570,Volkswagen,Taigun,2013,,Sedan,Petrol,Automatic,153689,1502,,Dealer,Abreu,RJ,Brazil,True,False,True,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True
571,Tata,Harrier,2020,LE,Van,Hybrid,CVT,60625,5611,fair,Private Party,Theresachester,MI,US,True,False,False,False,True,False,False,False,False,True,False,True,True,True,False,False,True,False,False,False
572,Nissan,Rogue,2012,EX,Sedan,Petrol,Manual,272145,1573,like new,Dealer,Warangal,TN,India,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
573,Audi,Q3,2013,L,MPV,Hybrid,Manual,181910,3434,excellent,Dealer,Henry,OCC,France,False,False,True,False,True,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False
574,Audi,A4,2013,LTZ,MPV,Petrol,CVT,208864,2485,good,Dealer,Fallingbostel,BB,Germany,True,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False
575,Toyota,Tacoma,2022,Sport,Sedan,Hybrid,Automatic,52760,14296,good,Dealer,渋谷区,Okinawa,Japan,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
576,Skoda,Slavia,2019,L,SUV,Petrol,Automatic,87034,7960,good,Private Party,Correia de Minas,RJ,Brazil,False,True,True,False,False,False,False,False,True,True,True,False,False,True,False,True,False,False,False,True
577,BMW,X3,2012,LT,Coupe,Diesel,Manual,268697,2537,good,Private Party,八王子市,Kanagawa,Japan,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False
578,BMW,X3,2011,LE,MPV,Petrol,Automatic,214112,1965,excellent,Certified Pre-Owned,Fogaça Verde,SP,Brazil,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False
579,Audi,Q3,2008,Base,Coupe,Petrol,CVT,418428,1285,salvage,Dealer,Bhiwandi,DL,India,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
580,Honda,CR-V,2017,EX,MPV,Hybrid,Automatic,71056,5965,excellent,Private Party,Barberport,WA,US,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True
581,Mahindra,Scorpio,2016,Titanium,Pickup,Hybrid,Automatic,109151,4327,fair,Private Party,Lévy,OCC,France,False,True,False,False,True,False,True,True,False,False,False,True,False,True,True,False,True,False,False,True
582,Ford,F-150,2015,LT,Pickup,Hybrid,Automatic,91112,5346,good,Dealer,Hansenmouth,WA,Australia,False,False,True,False,False,True,True,False,True,False,False,True,False,True,True,True,True,False,False,False
583,Hyundai,Sonata,2017,Performance,SUV,Electric,CVT,63434,7764,like new,Dealer,New Randymouth,GA,US,False,False,True,False,False,False,True,False,True,False,True,True,True,True,False,False,False,False,False,True
584,Hyundai,i20,2018,EX,Sedan,Diesel,Automatic,126241,6504,excellent,Private Party,Bareilly,KA,India,True,False,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False
585,BMW,X3,2015,Trend,Sedan,Petrol,Automatic,128714,3420,good,Dealer,Lake Angelaborough,GA,US,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False
586,Toyota,Corolla,2018,Base,Crossover,Hybrid,Manual,179542,4406,good,Private Party,Sainte Audrey,BFC,France,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
587,Mercedes-Benz,GLA,2009,Premium,Convertible,Diesel,Manual,355255,1809,good,Private Party,Lemoine-sur-Mer,HDF,France,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False
588,Toyota,Innova,2012,,Van,Petrol,Automatic,309604,1517,good,Dealer,Panihati,TG,India,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True,True,True,True,True,False
589,Hyundai,Tucson,2016,EX,Sedan,Hybrid,Automatic,178685,2902,good,Dealer,Karimnagar,TG,India,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True
590,Skoda,Octavia,2018,,Coupe,Petrol,Automatic,91059,7123,fair,Dealer,Adoni,UP,India,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,True
591,BMW,5 Series,2013,SE,SUV,Electric,Automatic,145138,3305,good,Private Party,North Patriciaville,NB,Canada,False,True,False,False,False,False,True,False,False,False,True,True,True,False,False,True,False,True,False,False
592,Volkswagen,Jetta,2022,,Van,Petrol,Manual,42827,12598,fair,Dealer,East Caleb,SK,Canada,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,True
593,Mahindra,Bolero,2019,,Pickup,Hybrid,Automatic,49020,9529,excellent,Dealer,West Melissa,WLS,UK,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,True,False
594,Skoda,Kushaq,2022,Titanium,Pickup,Petrol,Manual,36679,19189,fair,Dealer,Abbottview,SCT,UK,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
595,Audi,A4,2017,,MPV,Plug-in Hybrid,Manual,70352,9872,like new,Certified Pre-Owned,Port Natashabury,ACT,Australia,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False
596,Skoda,Slavia,2020,SE,Convertible,Petrol,Manual,60412,15957,new,Private Party,Elainebury,SCT,UK,False,False,False,True,True,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False
597,Mahindra,Scorpio,2014,Performance,MPV,Diesel,Automatic,124476,1390,good,Dealer,Allenville,TX,US,False,False,True,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False
598,Volkswagen,Jetta,2015,Base,Pickup,Petrol,Automatic,82733,4176,fair,Dealer,Lake Maxbury,NIR,UK,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
599,Mahindra,Scorpio,2016,Platinum,Sedan,Electric,Manual,51791,3660,excellent,Private Party,New Jayne,SCT,UK,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
600,Ford,Explorer,2017,L,MPV,Petrol,AMT,119855,5274,good,Dealer,Solapur,MH,India,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False
601,Toyota,RAV4,2014,Trend,Convertible,Hybrid,Automatic,236621,2603,good,Dealer,Ahaus,BE,Germany,False,False,True,False,False,False,True,True,True,False,False,True,False,True,True,False,False,True,False,False
602,Toyota,Corolla,2017,Base,Van,Petrol,Automatic,65275,6180,good,Private Party,Pamelaburgh,SA,Australia,False,True,False,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,True
603,Audi,A6,2024,Touring,SUV,Diesel,Automatic,11984,37846,fair,Certified Pre-Owned,Mathura,HR,India,False,False,False,True,True,False,True,True,False,False,True,True,False,True,False,True,False,True,False,False
604,Audi,Q3,2020,LX,MPV,Hybrid,Automatic,78709,12475,good,Dealer,West Valeriefurt,WA,Australia,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
605,Chevrolet,Silverado,2015,LT,Crossover,Diesel,Automatic,79836,3438,fair,Dealer,Kristinaside,MA,US,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
606,Nissan,Rogue,2017,Trend,Pickup,Petrol,Manual,134556,7725,good,Dealer,Plauen,SN,Germany,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False
607,Chevrolet,Silverado,2012,LT,SUV,Electric,CVT,220065,1684,good,Dealer,Rajahmundry,PB,India,True,True,True,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False
608,Hyundai,i20,2021,Limited,MPV,Petrol,Manual,63472,10713,good,Dealer,Port Douglasland,SCT,UK,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,True,True,False
609,Toyota,Camry,2006,Titanium,Crossover,Electric,Automatic,186617,1271,like new,Private Party,West Holly,QC,Canada,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
610,Mahindra,Scorpio,2021,Long Range,Coupe,Petrol,Manual,43723,10703,excellent,Certified Pre-Owned,West Timothytown,NSW,Australia,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True
611,Nissan,Magnite,2019,Touring,Hatchback,Petrol,Manual,90041,4897,,Dealer,New Kelly,SCT,UK,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
612,BMW,X5,2013,Titanium,Sedan,Plug-in Hybrid,Manual,77362,3626,fair,Private Party,East London,KZN,South Africa,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
613,Kia,Sorento,2023,Titanium,Crossover,Diesel,Automatic,32194,20038,excellent,Certified Pre-Owned,Whitechester,SK,Canada,False,True,False,False,True,False,False,False,False,False,False,True,True,True,True,False,False,True,True,False
614,BMW,5 Series,2016,Long Range,Hatchback,Hybrid,Manual,142376,3432,excellent,Certified Pre-Owned,South Stephenfort,NS,Canada,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
615,Tata,Harrier,2018,,MPV,Hybrid,CVT,59367,3982,fair,Private Party,Nguyenburgh,NT,Australia,True,True,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False
616,Mercedes-Benz,C-Class,2020,LE,Convertible,Petrol,Automatic,71929,22026,excellent,Dealer,Bairdchester,MA,US,False,False,True,True,False,True,True,False,False,False,False,True,False,True,True,False,True,False,True,False
617,Honda,CR-V,2013,LX,SUV,Petrol,Manual,95217,3044,good,Dealer,West Amychester,QLD,Australia,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,True,True,False,False
618,Toyota,Camry,2012,LT,Crossover,Diesel,Manual,153837,1303,fair,Dealer,Siqueira,SP,Brazil,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False
619,Honda,City,2015,L,Pickup,Diesel,Automatic,144529,3229,good,Private Party,Lake Bruce,WLS,UK,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,False,False,True,False
620,Ford,F-150,2017,Touring,Van,Petrol,Automatic,99401,5292,excellent,Private Party,Garciabury,NS,Canada,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False
621,Hyundai,Tucson,2021,,Sedan,CNG,Automatic,45982,10453,good,Dealer,Smithchester,SCT,UK,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
622,Mahindra,Bolero,2020,XSE,SUV,Diesel,CVT,82527,5313,fair,Private Party,Cookside,WA,US,False,True,False,False,False,False,True,True,False,True,True,False,True,True,True,True,False,False,False,False
623,Volkswagen,Jetta,2015,,Van,CNG,Automatic,190425,2362,fair,Dealer,Celle,HH,Germany,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True
624,Tesla,Model Y,2017,L,Sedan,Petrol,Manual,157768,6528,good,Dealer,Naila,BW,Germany,False,False,False,True,False,False,False,True,True,True,True,False,False,True,True,True,False,False,False,False
625,Nissan,Magnite,2017,LTZ,Convertible,Petrol,Automatic,108450,5418,good,Dealer,East Samantha,WA,US,False,True,False,False,False,False,False,True,True,True,False,False,False,True,True,True,False,True,False,True
626,BMW,X5,2017,Long Range,Coupe,Petrol,Manual,73559,8650,fair,Dealer,South Ruben,ON,Canada,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False
627,Audi,A4,2020,XSE,Pickup,Diesel,Automatic,127702,21386,excellent,Dealer,Sainte Julie-sur-Mer,PDL,France,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
628,Ford,Explorer,2018,XLE,MPV,Petrol,Manual,178950,4603,excellent,Dealer,横浜市中区,Fukuoka,Japan,False,True,False,False,True,True,False,False,False,False,False,True,True,True,False,False,True,False,False,False
629,Honda,City,2012,Touring,Convertible,Hybrid,Manual,331512,1916,good,Dealer,Eilenburg,BY,Germany,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
630,Maruti,Wagon R,2021,Long Range,SUV,Electric,Automatic,57411,11513,fair,Dealer,Sainte Grégoire,PDL,France,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
